Abbreviated.Name,CO3,IGKC,CO4A,APOA1,IGHM,IGHG1,APOE,IGLL5,CLUS,IGHA1,VTNC,ITIH4,A1AT,APOB,THRB,CO4B,HV305,ANT3,HRG,APOA2,C4BPA,TTHY,IGHG3,A2MG,IGHG2,KV302,LAC2,KNG1,APOC3,HPTR,IPSP,SAMP,GELS,GFAP,TRFE,PRG4,APOC4,A2AP,CFAH,APOA4,HV304,ITIH2,FA5,MUCB,PF4V,HEP2,SEPP1,SAA4,HBB,FHR1,SAA,CD5L,APOH,PLF4,G3P,CO9,IC1,FA11,APOC1,FETUA,KLKB1,APOL1,IGHA2,ITIH1,AMBP,IGJ,IGHG4,HPT,AACT,LBP,PROS,APOC2,SPP24,IBP4,C1R,CBPD,CI174,FA12,HGFA,FA10,VTDB,C1QB,PLMN,HABP2,HV302,C1QC,CFAB,FA9,ANGI,HEMO,HV303,CBPB2,LV403,TLN1,ZPI,C1S,PON1,TRFL,S10A9,HBA,PROC,C4BPB,TFPI1,IBP2,COIA1,KV402,CERU,PROZ,PLEK,ANGT,MYH9,FIBA,H2A1B,DCD,FHR5,TETN,CBPN,KV101,ASPN,LV302,URP2,TSP1,IGF2,APOF,APOA,KCRM,FA7,CFAI,GAS6,KV105,A1AG1,DSG1,FA8,APOA5,CFAD,DEF1,KV104,SDPR,H2A2A,CXCL7,KV201,APOD,S10A8,A1BG,FCN1,FCN2,ITIH3,CRP,PROP,RAP1A,ZA2G,KPYM,CO7,CO6,HV102,IBP5,CAMP,ENPL,RIPK1,FHR2,PIP,ALS,PGRP2,LV102,FILA2,COF1,CO2,LV301,LUM,MARCO,PRAP1,DESP,VIE2,C1QA,LYSC,PGCA,APOM,ITA2B,ORF23,CD180,HV207,RNAS4,FINC,PLAK,CO8A,HV320,CO5,IBP3,OR5BL,NRP1,CYTC,MASP1,PEDF,ITB3,H2B1B,CO8B,PABP4,CALL6,CCL18,KIF2C,AFAM,RARR2,FETUB,UL87,SC24A,FCN3,RDH14,KV204,H2AY,LG3BP,TRAF7,LCAT,NP1L1,IGHD,RL40,PI42A,IGF1,COMP,SPEF2,OR5F1,RBM8A,HV319,MYH10,A4,SYMPK,DERM,MOES,KV303,MUC16,TARSH,A1AG2,OR5L2,LIMS1,TMPS6,KV121,GPX3,BIN2,PASK,KAIN,MASP2,CAP7,EF1A1,NEK11,RETN,S10A7,KV119,POLG,STK33,OR8G1,SYNE2,TBA1A,ABCBB,NFYC,FBN1
G15.cPEG5K.SH..LD.,146,40,93,21,19,46,20,16,27,74,20,124,11,7,9,2,3,2,16,6,23,8,10,14,7,2,13,150,26,3,24,0,57,2,0,18,12,3,138,17,1,0,0,5,0,0,1,6,0,45,17,2,173,0,0,0,25,26,6,11,37,0,3,2,0,4,1,0,3,4,0,0,0,1,5,1,2,12,0,0,1,0,1,0,1,3,11,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,14,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.CTAB,131,28,106,68,13,30,22,13,15,30,52,36,53,66,53,5,1,95,17,15,2,11,6,16,5,1,8,72,14,3,15,0,22,0,19,38,4,9,30,35,1,22,5,6,0,5,1,3,1,3,1,2,29,0,0,6,2,0,6,25,10,2,1,16,4,0,2,6,4,8,0,3,0,2,8,1,0,2,2,1,17,0,5,3,1,1,9,0,0,14,0,0,0,0,1,3,3,0,0,1,0,0,0,2,1,0,3,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
G15.DDT.BDHDA,109,42,28,50,33,28,16,6,25,20,20,8,56,320,12,4,3,21,0,13,2,17,6,6,6,3,13,0,1,11,0,0,3,3,21,0,3,0,0,17,1,11,0,11,0,0,0,14,3,0,0,3,0,0,0,4,0,0,0,0,0,22,0,0,0,5,2,12,1,0,0,7,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,14,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
G15.DDT.CTAB,130,31,37,81,24,16,22,8,62,33,42,55,48,249,46,3,1,68,11,22,4,7,4,7,4,2,10,47,17,6,6,0,12,2,15,7,4,8,2,26,1,15,0,4,0,0,0,17,3,0,7,1,2,0,1,11,2,0,3,25,0,23,3,11,3,3,4,0,4,0,0,8,0,0,7,1,1,0,0,0,12,0,0,1,0,0,4,0,0,10,2,0,0,0,0,5,11,0,2,2,0,0,0,1,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.DDT.DOTAP,67,39,52,21,37,26,7,9,17,28,249,5,81,85,27,16,1,2,4,8,38,13,5,46,6,1,11,0,3,9,12,1,4,0,15,0,0,27,0,1,2,160,9,10,0,0,0,0,1,0,0,6,0,0,1,0,7,0,0,0,0,0,0,111,35,0,1,6,3,0,3,0,4,0,0,1,0,0,0,6,0,0,0,172,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.DDT.ODA,10,3,2,19,3,7,2,3,16,4,4,0,4,60,2,0,0,26,0,12,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.DDT.SA,213,44,32,108,44,45,78,22,150,27,72,7,17,411,24,1,5,40,2,30,5,2,5,1,13,3,13,10,21,5,0,0,12,0,5,0,11,0,0,18,1,0,0,0,0,0,0,36,8,0,3,0,0,0,0,8,0,0,0,10,0,53,5,0,0,0,1,0,0,7,0,7,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.DDT.SDS,144,25,59,61,20,33,32,7,48,12,31,62,24,207,18,1,1,46,19,13,5,8,6,6,9,2,12,44,8,10,9,0,31,6,34,8,11,0,7,33,1,14,0,1,0,0,0,16,8,1,13,0,12,0,0,13,3,0,0,13,5,23,2,8,0,0,2,7,1,13,0,6,0,0,2,0,2,0,0,0,15,0,2,0,0,0,8,0,0,8,0,1,0,0,0,0,11,0,1,1,0,0,0,0,0,1,0,0,0,3,0,10,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.DTNB,61,14,13,10,10,14,56,4,5,11,125,33,24,2,128,3,1,271,250,5,2,5,1,30,0,1,1,265,0,0,15,3,3,0,0,18,1,12,1,0,0,1,4,0,7,16,7,3,3,3,0,0,0,4,2,0,34,62,1,0,42,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,62,2,0,0,0,10,0,0,0,0,0,13,0,0,8,0,6,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.F127,192,36,94,60,31,30,42,13,53,56,49,255,22,12,55,1,2,135,42,11,15,9,11,38,7,3,16,133,23,4,44,0,52,0,0,56,17,11,102,27,1,5,14,1,2,3,3,22,11,11,18,0,66,3,2,0,30,59,12,8,34,1,1,2,0,0,3,0,8,14,0,6,0,3,12,1,0,9,3,0,7,2,6,0,0,2,11,0,0,0,1,0,1,0,0,5,17,0,0,2,0,0,0,7,3,0,2,0,0,0,0,20,0,0,0,13,0,0,0,2,0,0,0,2,0,1,0,4,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.Gly.SH,78,11,40,8,11,5,154,5,8,8,81,3,4,30,152,3,0,365,17,12,37,4,1,7,0,0,0,19,0,0,16,32,5,1,0,8,0,6,0,0,0,2,0,0,8,13,3,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,2,1,0,0,0,0,0,60,0,0,0,0,0,0,0,7,11,0,0,3,0,6,0,0,0,11,0,0,9,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.HDA,106,31,27,62,41,25,57,5,191,27,101,8,194,293,55,5,1,57,0,30,1,53,2,10,4,1,14,0,7,25,0,0,4,2,12,0,4,11,0,51,1,19,2,8,0,5,0,16,9,0,1,3,0,0,3,0,4,0,0,0,0,44,0,0,0,3,0,7,0,0,0,7,1,0,14,1,0,0,0,0,1,0,0,2,2,2,0,1,0,0,2,8,1,12,6,8,115,0,0,7,0,0,0,0,0,1,2,0,0,10,0,0,1,0,0,0,0,0,0,0,2,0,0,48,3,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.LA,96,8,18,5,8,4,134,1,7,7,159,11,9,5,160,3,0,403,120,4,0,7,0,5,0,0,0,26,0,0,9,0,0,1,0,6,14,5,0,0,0,0,39,0,5,19,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MAA,109,17,38,13,14,10,75,7,3,7,147,32,9,5,117,3,1,208,64,4,14,3,0,18,0,0,0,194,0,0,18,6,6,0,0,5,0,3,0,0,0,0,0,0,8,7,3,0,0,0,0,0,0,4,0,3,5,74,0,0,24,0,0,0,0,0,0,0,0,1,25,0,4,2,0,0,0,0,0,57,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MBA,36,23,45,7,17,7,117,5,4,10,71,6,13,16,216,8,1,181,21,8,129,4,2,2,0,1,2,76,0,0,7,24,0,0,0,4,0,6,0,0,0,0,0,6,4,10,2,0,0,0,0,0,0,4,1,2,0,9,0,0,0,0,0,0,3,0,0,0,0,0,84,0,6,1,0,0,0,3,0,132,0,0,0,0,0,0,0,47,5,0,0,0,0,4,2,0,0,0,0,0,33,5,3,0,0,0,0,17,7,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
G15.MES,69,15,48,8,12,8,26,4,4,12,76,34,39,24,77,2,0,233,1,3,12,1,0,13,0,0,3,194,0,0,13,9,0,0,0,12,0,11,0,0,0,1,0,0,7,3,5,0,0,0,0,0,6,4,0,0,50,75,24,0,38,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,46,0,45,0,0,20,0,0,0,0,27,6,0,0,0,0,9,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.Met.SH,87,6,20,4,6,4,141,4,10,7,108,3,10,16,153,4,0,429,55,11,0,6,2,13,0,0,0,28,0,0,13,6,4,1,0,12,1,8,3,0,0,3,6,0,5,19,5,0,0,9,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,14,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MHA,59,27,81,0,47,10,118,11,6,13,58,5,17,9,272,5,2,122,80,2,287,1,1,0,0,5,13,25,0,0,1,131,0,0,0,0,0,0,0,0,1,0,0,3,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,5,0,0,0,0,0,0,185,0,0,0,0,0,0,0,75,12,0,2,0,0,0,6,0,0,0,0,0,33,13,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MHDA,36,23,70,7,33,9,62,7,4,11,59,0,5,3,134,11,1,165,68,2,183,2,3,0,0,1,5,22,0,0,4,35,0,0,0,3,7,5,0,0,0,0,0,2,6,8,1,0,0,0,0,2,1,2,0,1,0,0,8,0,0,0,1,0,0,2,0,0,0,0,125,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,39,2,0,1,0,0,0,2,0,0,14,0,0,8,9,3,0,0,0,0,16,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MPA,54,26,59,6,34,11,177,11,8,13,50,9,25,16,251,5,1,104,26,6,168,1,1,0,2,3,11,53,0,0,2,56,0,1,0,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,4,0,0,0,0,0,0,121,0,0,0,0,1,0,0,63,1,0,0,0,0,0,3,0,0,0,0,0,41,11,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.mPEG1K.SH,27,6,3,2,4,6,16,2,0,0,13,0,3,5,21,1,0,110,11,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.mPEG20K.SH..LD.,124,22,119,54,9,13,67,2,10,13,17,127,9,1,35,0,1,2,2,7,0,1,0,0,2,1,9,80,113,0,8,0,22,0,0,0,70,0,0,23,0,0,0,0,0,0,0,16,0,2,61,0,58,0,0,0,0,0,26,12,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.mPEG2K.SH,102,32,22,33,30,40,13,11,8,19,5,10,25,81,5,1,3,41,3,0,4,8,6,28,21,2,15,8,1,12,0,4,3,6,39,0,0,0,0,10,1,8,0,0,0,0,0,0,2,0,0,3,0,0,2,3,0,0,0,2,0,1,2,6,0,2,2,12,4,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,7,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,9,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G15.mPEG5K.SH,92,26,23,27,23,37,11,8,6,17,5,9,26,67,2,1,1,29,3,0,3,6,6,24,15,2,17,2,1,9,0,3,2,7,29,0,0,0,0,2,1,4,0,0,0,0,0,0,3,0,0,3,0,0,3,1,0,0,0,2,0,3,10,5,0,0,1,10,4,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,1,4,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
